Company,ID,Year,Quarter,Round,Self-Score,Self-Description,SM Score,Analysts Notes
Beeline,1097,2018,3,2,5,We were the first VMS to roll out a dual AM appraoch with both strategic (RM) and tactical (COM) dedicated resources. Even today we regularly evolve this model and have a fundamental difference in the ratio that our resources are assigned (8:1 versus 50:1 at our largest competitor) and the degree of proactive vs reactive service that this brings.,,
Beeline,1098,2018,3,1,4,"Beeline offers an online portal for our customers to log and track all requests into the Beeline Support and Shared Services teams. Prior to submitting a ticket through the portal, the customer has access to numerous resources to assist with troubleshooting including access to FAQs, knowledge articles based on keywords entered, as well as the thriving hub of tips, tricks and troubleshooting help in the Beeline customer community. In addition to using the portal to log all requests into the Beeline support and shared services teams, the portal offers the customer the ability to track their requests through its full lifecycle including tracking progress of the request, current status and updates on the request and final solution to close out request. ",3,
Beeline,1099,2018,3,1,4,"Beeline’s Product Support Team provides clients with post-implementation service and support of Beeline applications 24 x 7 x 365. The Product Support Team is the first line of defense and the strategic hub for clients to report system issues. The support desk’s duties include documenting all incoming support calls and championing them through final resolution. As the owner of the issue, Product Support will maintain communication with all necessary parties from issue reporting to issue resolution. 

End users request assistance by contacting Beeline Product Support by toll-free phone or via email. Product Support is staffed with personnel ready to support users 24 hours per day, seven days per week, and 365 days per year. 
",3,
Beeline,1100,2018,3,1,4,"The Beeline Community is an online community for Beeline clients, partners, and colleagues to communicate with one another as well as gain access to key information and tools. Through the Beeline Community, clients and partners are able to: connect directly with the Advisory Council – their peer advocates; participate in technology focus groups, conversations, and polls; and discuss and vote on product enhancement ideas.

Beeline’s IdeaStudio is a key part of the Beeline Community. IdeaStudio is a platform for crowdsourcing business challenges that can help influence Beeline’s product roadmap. Clients and partners can post their business problems and product feedback in IdeaStudio then vote on the ideas and obstacles they relate to the most. As business problems gain votes, they move up in popularity. Each quarter, Beeline’s Product Management team reviews these problems for potential inclusion in our product roadmaps. Ideas from IdeaStudio initiate about 30% of our product development. 

— Ideas that gain community attraction become viable candidates for product development.
— Beeline’s product management team reviews each idea to evaluate its market relevance. 
— If an idea does not gain community traction, it does not mean it isn’t important. While we prefer to build our solutions for the broadest possible audience, we recognize that sometimes there are special situations unique to a particular organization. A process should never be so rigid that it cannot adapt to meet the business need.
— Unlike other VMS solutions, our online community is truly an integral part of our process and directly influences our product development.
",3,
Beeline,1101,2018,3,1,4,"Beeline offers strategic consulting services to help clients optimize the value of their extended workforce. Beeline Consulting provides a unique combination of products and services to help procurement, sourcing, and human resources professionals optimize their extended workforce programs. Combining vast industry knowledge and expertise with best-in-class methodology, our consultants show you how to address cost, quality, efficiency, and compliance opportunities across your program, enabling you to drive better performance and upgrade talent quality. In addition, we deliver detailed, data driven analyses to help you demonstrate the value of your program to your stakeholders. Beeline Consulting comprises an elite team of experts with more than 40 years of IT and certified contingent workforce management experience—for projects that will deliver tangible results for your program.

Our services include:

• Program Office Development: Understand how to set up a self-managed program office, evaluate program staff, plan, recruit, and hire the right talent for your program. 
• Sourcing Optimization Strategy Development: Develop and implement effective sourcing optimization strategies, including SOW, T&M, and independent contractors, from program planning to internal client messaging and change management. 
• Job Taxonomy Development: Create a comprehensive job taxonomy aligned to and customized for your program to ensure you are able to source the right talent at the right price, with the right quality. 
• Rate Card Development: Improve sourcing success through the application of custom rate cards based on robust and multi-faceted analysis of rate structures and rate strategies. 
• Technical & Business Process Assessment: “Walk through” your extended workforce processes, technology, and user experience. Compare your program with industry best practices, and identify weaknesses and opportunities for improvement. 
• Process Efficiency Analysis: Employ business process engineering principles to improve process efficiency and performance across your entire program. 
• Supply Chain Management: Evaluate, rationalize, and manage your supply chain using time-tested procurement strategies updated for the complexities of managing staffing suppliers. 
• Advanced Analysis Support: Use advanced analytics and business intelligence functionality to turn data into actionable insight to support better business decisions. When you do not have all the time or specialized analytical skills you need, we can help. 
• Scorecard Development: Demonstrate the value of your program with customized scorecards showing supplier and program performance. We adhere to the time-proven philosophy that what gets measured gets attention.

The Beeline Consulting Team’s experience goes beyond their knowledge of Beeline VMS. Our experts have walked in our client's shoes and led their own programs. They understand their challenges and they know how to implement best practices that will enhance the growth and success of a program.

Whether a client manages their program through a self-managed program office or partner with a Managed Services Provider, Beeline Consulting can help them reduce risk, optimize cost savings and process efficiency, upgrade performance, enhance compliance, and demonstrate their program’s value to their stakeholders.

Beeline Consulting gives Beeline clients the professional support they need to ensure that their program delivers all the value your organization expects from its extended workforce.

Cost for consulting and advisory services are determined by request and scope which are presented in a seperate statement of work.
",3,
Beeline,1102,2018,3,1,0,N/A,0,
Beeline,1102,2018,3,2,,"Remove, shouldn't impact Beeline's score. ",,
Beeline,1103,2018,3,1,0,No additional services are provided above the contract management capabilities of our Services Procurement solution.,0,
Beeline,1103,2018,3,2,,"Remove, shouldn't impact Beeline's score. ",,
Beeline,1104,2018,3,1,0,N/A,0,
Beeline,1104,2018,3,2,,"Remove, shouldn't impact Beeline's score. ",,
Beeline,1105,2018,3,1,0,N/A,0,
Beeline,1105,2018,3,2,,"Remove, shouldn't impact Beeline's score. ",,
Beeline,1106,2018,3,1,0,No additional services are provided above the invoicing capabilities of the VMS.,0,
Beeline,1106,2018,3,2,,"Remove, shouldn't impact Beeline's score. ",,
Beeline,1107,2018,3,1,3,See response in row 104,0,
Beeline,1107,2018,3,2,,"Remove, shouldn't impact Beeline's score. ",,
Beeline,1108,2018,3,1,3,See response in row 104,0,
Beeline,1108,2018,3,2,,"Remove, shouldn't impact Beeline's score. ",,
Beeline,1109,2018,3,1,3,See response in row 104,2,
Beeline,1109,2018,3,2,3,"TDX partnership to enhance job descriptions and to create rate cards, Background check integration. Talent Net Integration. ",2,
Beeline,1110,2018,3,1,0,N/A,0,
Beeline,1110,2018,3,2,,"Remove, shouldn't impact Beeline's score. ",,
Beeline,1111,2018,3,1,4,"Beeline has been working with clients and their associated global programs since the launch of Beeline VMS in 2000. During the Initiate phase of Implementation, Beeline will review a client's processes to determine the specific configuration adjustments needed for managing their international extended workforce. 

Beeline’s global expansion plans leverage what we know based on current clients and their plans, as well as on countries we are targeting as a result of feedback and market information gleaned by our in-region teams. We know the market is ever-changing; having experienced teams in-region ensures we keep Beeline VMS configured to meet the regional/local regulations so clients can feel confident they are following the latest in-country/region requirements. The in-region teams are aware of changes (political, financial, corporate, etc.) that may affect not only the Beeline plans, but also our clients, and alert the Beeline teams so action can be taken, when required.

Beeline VMS includes functionality for ""country and region"" options; clients can associate data, business rules, and workflow rules to geography (single country or group of countries) simply through configuration. This provides clients the opportunity to configure the application to the workflow and requirements of not only departments, but also individuals in different regions or geographies. Individual users can have Beeline VMS reflect both the cultural settings of their choice. This allows Beeline to provide a flexible solution for clients to implement one instance across many countries. Configuration adjustments also support filtering and validating data, restricting what some users can do, and running financial reports by country, region, and/or labor category.

Some of the features implemented in real life situations in different countries include, but are not limited to:  

• Ability to calculate VAT/GST tax according to relevant local laws (for example: Beeline VMS applies VAT is applied at invoice level instead of line item, as U.S. sales tax is calculated; different VAT rates and exemptions are accommodated by the application).
• Ability to calculate pay to bill rate through coefficient (different coefficients per suppliers per earning codes).
• Ability to handle non-hours related earning codes such as travel allowances and lunch vouchers with their corresponding coefficient or markup and impact on the invoice.
• Ability to interpret timesheet information using entered worked hours to create a pre-invoice applying complex business logic to cope with collective labor agreement requirements, ensuring data entry is reduced for users and minimizing the risk of manual errors impacting the invoice.
• Ability to use Beeline VMS as a single source of information for the invoicing process as well as provide suppliers with the ability to process their payrolling activities.
• Ability to provide suppliers the relevant timesheet information in compliance with the legal date constraints for payrolling workers (i.e., end-of-month management).
• Ability to produce tax-compliant local invoices based on application data with a look and feel familiar to clients, suppliers, and tax authorities.
• Ability to generate individual, contractual documents for each assignment in compliance with the legal requirements in many countries.
• Ability to incorporate (localize) varying terminology and process flows to manage temporary staffing and consulting.
• Ability to implement phasing system for temporary workers where applicable.
• Ability to manage equal pay enforcement, including relevant clocking system to count weeks according to the law, versus a basic tenure report.
• Ability to incorporate and ensure involvement of trade unions or works councils into the approbation workflow for temporary staffing positions where required.
• Ability to handle National Insurance (NI) and Working Time Directive (WTD) social costs for the UK that are a percentage of the Pay Rate. These costs are then applied to the Pay Rate to make up the Bill Rate. An example of that calculation would be Pay Rate + NI + WTD + Markup = Bill Rate.
• Ability to fully meet requirements of the Agency Worker Regulations including among other things, a clocking system tracking the concept of weeks as defined by the law (quite different form a simple tenure report). 
• Ability to store candidate name in both English and local language which is common in Japan and China.",3,
Beeline,1111,2018,3,2,,,4,
Beeline,1112,2018,3,1,4,"Beeline VMS supports global & country law requirements.  Beeline VMS is unique with one instance used globally for the procurement and management of all categories of extended workforce spend. Beeline clients have full transparency and visibility into the entire extended workforce population, SOW engagements, and milestone-based projects. Size and global complexity can cover a range of variables from program support (self-managed program, MSP, and/or multiple MSPs) to workflow structure and configuration settings. We have 100 clients with global programs. 

Beeline has localized tax support for 49 countires and of those 26 also have language support.",4,
Beeline,1112,2018,3,2,,,5,
Beeline,1113,2018,3,1,4,"Beeline is available in 185 countries/territories and has clients with active programs in 120 countries/territories including: Algeria, Angola, Antigua and Barbuda, Argentina, Aruba, Bonaire, and Curacao, Australia, Austria, Azebajian, Bahamas, Bangladesh, Barbados, Belarus, Belgium, Belize, Bolivia, Bosnia and Herzegovina, Botswana, Brazil, Brunei, Bulgaria, Cambodia, Canada, Caymen Islands, Chile, China, Colombia, Costa Rica, Cote D'Ivoire, Croatia, Cuba, Curacao, Cyprus, Czech Republic, Denmark, Dominica, Dominican Republic, Ecaudor, Egypt, El Salvador, Estonia, Finland, France, Gabon, Georgia, Germany, Ghana, Greece, Grenada, Guatemala, Guernsey, Guyana, Hong Kong, Hungary, India, Indonesia, Iraq, Ireland, Israel, Italy, Jamaica, Japan, Jersey, Jordan, Kazakhstan, Kenya, Latvia, Lebanon, Libya, Lithuania, Luxembourg, Macedonia, Macoa, Malaysia, Malta, Mauritius, Mexico, Moldovia, Montserrat, Morocco, Myanmar, Netherlands, New Zealand, Nicaragua, Nigeria, Norway, Oman, Pakistan, Panama, Paraguay, Peru, Philippines, Poland, Portugal, Puerto Rico, Qatar, Saba, Saint Kitts, Nevis, Anguilla, Saudi Arabia, Serbia, Singapore, Slovakia, Slovenia, South Africa, South Korea, Spain, Sri Lanka, St. Lucia, St. Martin, St. Vincent and the Grenadines, Sudan, Suriname, Sweden, Switzerland, Taiwan, Tanzania, Thailand, Trinidad & Tobago, Turkey, Turks and Caicos, Uganda, United Arab Emirates, United Kingdom, United States, Uruguay, Uzbekistan, Vietnam, Zimbabwe.

A full list of currencies and languages is inclued on tab 129.",4,
Beeline,1113,2018,3,2,,,5,
Beeline,1114,2018,3,1,4,"Yes. There is a drop-down selector for time zone that is available to a client user when they are selecting date and time options for an interview as well as for the supplier who may need to propose an alternate set of dates and times for an interview. Time zone is also displayed when a supplier is accepting/rejecting proposed time slots. Once scheduled, interview dates and times are displayed in the Interview Manager view along with the selected time zone.",4,
Beeline,1115,2018,3,1,2,"Requests in Beeline show in a single currency.  In our experience clients budget for positions in a single currency (usually either a single global currency or based on the currency the project will be billed in).  Requests are used to capture estimated cost which is then used to compare to budget and drive approval.  For this reason requests are tied to a single currency.  

However once a budget has been established, fulfillment can happen in any other currency.  In other words position requests or SOWs can be fulfilled in any currency or multiple currencies and the currency is converted against the budget currency.  For example a position can be budgeted in British pounds but the hired assignment can be in Indian Rupees. ",2,
Beeline,1115,2018,3,2,,,3,
Beeline,1116,2018,3,1,4,"Beeline VMS is able to support 113 currencies without any development. Currency conversion for these currencies is supported as described below. 

Beeline receives an automated daily feed from OANDA, a third-party currency exchange rate provider. Beeline retains the historical rates so that finance reports accurately reflect spend values using the exchange rates in effect at a given point in time. Subsequently, the user is allowed to select the converted currency and report on the historical rate. The Beeline application has historical rates beginning with 2005. If necessary, additional historical rates may be added. 

The Beeline application also has other currency related features. Multi-currency clients may quickly convert financial information from one currency to another on a dashboard or within reporting. Reports may be re-run in local currency or rolled up into a single currency.  If preferred, clients may opt to use their own exchange rate information as well. Using Beeline’s standard integration template, clients may integrate existing currency conversion rates. 
",4,
Beeline,1117,2018,3,1,5,"Beeline VMS can be configured to support any currency for invoicing and reporting. Beeline has currency conversion configurations that may be used to support localized invoicing requirements.  Additionally, Beeline VMS platforms enable users to quickly convert financial information from one currency to another. This includes reporting as well as dashboard display.",4,
Beeline,1118,2018,3,1,5,We support all currencies for invoicing through Beeline VMS.,4,
Beeline,1119,2018,3,1,4,"This is accomplished in a number of ways:
• PIXID Partnership 
To offer the most comprehensive solution to clients, Beeline is partnering with Pixid, the French leader for web-based management of temporary labor in the complex and highly regulated French market. While Beeline is deployed globally, we recognize the advantage our clients gain by utilizing Pixid’s expertise and the processes they have established to manage general staffing resources in France. Pixid will support a Beeline client and their suppliers by ensuring the legal requirements and labor sourcing policies are understood and followed through Beeline VMS and the integration with Pixid’s solution. This solution provides global visibility into the various categories through one data source, Beeline. The Beeline/Pixid partnership provides our clients with an unmatched set of resources, skills, and localized French knowledge throughout the entire lifecycle of the program. 

• Our partnership with our law firm - Baker Mackenzie
This partnership helps ensure that we are localized for the countries we want to offer services in and that we are kept up to date on changes in laws that impact us.

• Our partnerships w/ MSPs 
These partnerships ensure we are aligned on our offerings globally.",4,
Beeline,667,2018,3,1,3,"The Beeline Vendor Compliance Department oversees the vetting and compliance of all Beeline client suppliers. This department manages the Vendor Compliance System, through which all supplier administration and compliance monitoring occurs.
All suppliers identified by our clients are required to agree to terms and conditions using Beeline’s click through agreement feature before gaining access to Beeline VMS. Upon first login, the supplier users will be presented with Terms and Agreement from the Beeline/supplier contract. Once accepted, they will be logged in and can use Beeline. If the supplier does not agree, they will not be allowed to login to Beeline. Suppliers are only required to accept the Terms and Agreement once, unless the contract is updated, at which time, the supplier will be requested to accept the updated Terms and Agreement. The Terms and Agreement will be stored in Beeline along with an audit history of date/time stamps of the acceptance by each supplier user.

Clients are able to specify multiple diversity code options for Suppliers as well as report on the statuses in various Operational & Financial reports. We are also able to capture Payterms on Supplier records via Custom Fields. Standard functionatlity is also available to track Sub Contract Suppliers. 
",2,
Beeline,668,2018,3,1,4,"See response for row 2.
",1,
Beeline,668,2018,3,2,3,Beeline's Credible product is designed to do exactly this. ,3,
Beeline,669,2018,3,1,4,"Beeline VMS accommodates the selection and management of preferred (and non-preferred if the client requires) suppliers through the use of automated tier administration and request release. Once the strategy is set and configured in Beeline VMS, buyers are not required to be involved. With tier administration, suppliers can be grouped according to specified tier levels allowing for release to specific suppliers within accepted timelines or when specified conditions exist. Supplier selection rules can be based on skill set, region, work location, currency, request type, job class, or minority code. Suppliers can exist in multiple tiers, as needed. A time delay can be set to automatically release requisitions accordingly. 

Rotations can also be set to change tier releasing to every “x” number of requisitions. Suppliers can also be pre-selected for specific skill sets, location, labor category, etc. This allows for the auto-selection of suppliers by desired requirements to ensure that the right suppliers respond. 

A tiered supplier list can be leveraged for initial release of requisitions to your prime suppliers that have the most cost effective rate cards ensuring that the client can optimize costs for extended workforce. This also ensures that your strategic suppliers can increase their revenue by being first to receive requisitions and mutually enhancing your strategic relationship.",4,
Beeline,670,2018,3,1,4,"Beeline supports the use of rotations. Requisitions can go through different supplier groupings based on the client's configurations. 

This grouping of vendors based on predefined rules (geography, skills niche, rate card, etc.) provides the client with the assurance the requests are receiving attention from suppliers who can and are most interested in providing the resources. 

In addition, when suppliers receive requests they can distribute the requisitions as appropriate based on their own business criteria.  Often suppliers work with multiple branches in their network to handle specific requests. The distribution of requests often take place outside of the VMS and are done based on the job type, skills, or location required by the client. Beeline VMS makes the process easier to manage by providing suppliers with the ability to set up their own distribution lists for their branches based on their criteria, all managed within the VMS.
",4,
Beeline,671,2018,3,1,4,"The Supplier Profile Screen in Beeline VMS provides quick and efficient access to a summary profile of each supplier in your program. The display screen is divided into quadrants, each with a different informational focus. The standard format includes the following sections:

• Information: This quadrant contains basic information about the supplier including diversity status and all associated industries.
• Financial: This quadrant displays the financial trend for the supplier in chart format with drill down functionality to additional details.
• Activity: This quadrant contains a set of tabbed reports showing activity data such as active contractors, pending interviews, open requests, and top five jobs.
• Supplier Administration: This quadrant allows for the tracking of vendor compliance and for easy editing of a supplier's information including their industry associations.

Visibility to the Supplier Profiles can be assigned by user role. Access is via the Simple Search selection options from the header menu bar. Supplier Profile Screens give users a quick and efficient way to review all the pertinent information and activity for a supplier in one centralized place. Profile screens can be personalized for each program's specific needs. 

Beeline tracks most key information (e.g. contact details, address, etc.) about the supplier in our VMS. Additionally, we also leverage our Vendor Compliance System to track supplier verification. We typically do not delete supplier records due to reporting but are able to control whether they are engaged in New Requests or Projects, or are active.",4,
Beeline,672,2018,3,1,4,"Supplier quality and performance is a key component to the success of the program. Beeline provides an enhanced, robust supplier scorecard to continuously measure the supplier community. Beeline provides this interactive supplier scorecard within Beeline VMS.

Beeline’s Supplier Scorecard utilizes fact-based metrics from your Beeline data to allow you to objectively evaluate the value you receive from your suppliers. Flexible scoring allows you to do side-by-side comparisons and overall rank across all your suppliers, based on the competencies you define. So you can track performance over time and measure progress around your company’s strategic goals. The Beeline Supplier Scorecard provides very high-level scoring in an intuitive, easy-to-understand format, but also allows a user to dive deep into in-depth analysis depending on the level of detail needed. The metrics leveraged in the scorecard are broken into three main categories that our clients value most in a supplier: quality, cost, and efficiency. Criteria for metrics in these categories are listed below.  

Quality Metrics

• Placements Count – The number of placements for each supplier.
• Supplier Response Ratio – The ratio of received requests (with at least one submitted candidate) to the total number of received requests.
• Submit to Hire Ratio – The supplier's overall submit to hire ratio across all requisitions that had at least one candidate hired in the particular quarter.
• Submit to Interview Ratio – The supplier's overall submit to interview ratio across all requisitions that had at least one candidate interviewed in the particular quarter.
• Interview To Hire Ratio – The supplier's interview to hire ratio across all requisitions that had at least one candidate hired in the particular quarter.
• Placements Count – The count of placements in a particular quarter for each supplier.
• Average Candidate Interview Rating – The average interview rating of supplier's candidates that were submitted in a particular quarter.
• Offer Rejection Count – The count of suppliers who had a candidate that rejected an offer at some point in the procurement workflow life cycle.
• Offer Rejection Ratio – The ratio of suppliers who had a candidate that rejected an offer at some point in the procurement workflow life cycle.
• Unfavorable Termination Ratio – Ratio of unfavorable terminations to all terminations.

Efficiency Metrics

• First Candidate Response Time – The time in calendar days between the supplier’s received date and their first submitted candidate response date. This report is also available in business days.
• Interview Response Time – The average time in days from when an interview is requested to when it is scheduled. This report is also available in business days.
• Offer Response Time – The average time in days from when an offer is made to when it is accepted. This report is also available in business days.

Cost Metrics

• Supplier Markup Ratio – The average percent of markup from the pay rate (supplier to contractor) to the bill rate (client to supplier) for assignments that started in a particular quarter.
• Submit to Request Rate Variance – The percent deviation of the offer accepted rate from the client requested rate for each supplier in a particular quarter.
• Placements Over Rate Card Count – The count of placements submitted that were over the rate card for each supplier in a particular quarter. 
• Submit Rate To Request Rate Ratio – The percent difference of the submitted rate to the requested rate.
• Placements Not Over the Rate Card Count – The count of placements submitted that were under or equal to the rate card for each supplier in a particular quarter.

Beeline VMS can support multiple rate cards for each supplier for the same position/requisition as well as for different types of labor or service. We support different markup structures (pay-to-bill and bill-to-pay) and can have rate cards that vary by position, location and supplier. There is also no limit to the variety of rates that can be incorporated into Beeline VMS rate cards. Beeline can assist the client to build out the rate cards during Implementation. Rate cards can be created and/or modified at any time via configuration. This does not require development.
 
Typically supplier rates are negotiated as part of the terms of a Supplier Master Agreement for commodity type of positions (light industrial, administrative). Therefore, all of a clients suppliers that have predefined rate cards, varied by position and location, are supported within the application. If the markup grids are provided in Beeline templates, these can be imported immediately when the supplier completes the Vendor Compliance process. In addition, there is no limit to the number of rate cards and rate card definitions, varying by different labor categories, job positions, and job locations that can be incorporated into Beeline VMS. This creates robust flexibility in managing a client's supplier community. 
",4,
Beeline,673,2018,3,1,4,"Beeline VMS supports communications by user roles and groups via email of actionable notifications and activity summaries, dashboard updates, and alerts. Automated notifications are template driven, where content may be customized by event and recipient role. Virtually every event or action, within the VMS, can generate communication by user role or security group. Content and timing are customizable. 

These notifications offer multiple options for communicating to users, such as:

• Sending automated email alerts for all activities including approvals that take place in Beeline VMS. These configurable emails are automatically generated to notify concerned parties of the electronic transmission of requests, tasks, and information, and the required action that needs to be completed. 
• Beeline VMS updates the dashboard notifications in the My To Do section with any new requests. The user is immediately alerted to high priority requests, tasks, and information when they log into Beeline VMS.

Beeline also offers multiple options for users to take action on Beeline communications:

• From an email notification, the user can log into Beeline VMS using the link provided in the email, which will take them directly to the task that requires action.
• From an email notification, the user may approve or reject any workflow (such as time approval, new request, or milestone payment) directly from their email. The end user can review all pertinent information from the email and make a decision without ever logging into Beeline VMS.
• From a dashboard, the user can select an alert and take action on the item without ever leaving the dashboard. The dashboard is updated to remove alerts once an action is taken whether the action taken is via an email response or after logging into the application.
 
Beeline VMS approach to all communications is to provide the most relevant information at the appropriate times but not inundate users to the point where they are confused or ignoring system notifications. Some key steps we take to provide the best experience for users include:

• Designating emails as action versus information notifications not requiring action.
• Allow clients to customize the content of email alerts and notifications to suit their process and business needs.
• Highlighting important actions on the dashboards with unique symbols and colors (red alert, yellow warning, neutral information).",4,
Beeline,674,2018,3,1,4,"Workflow, approval paths and notifications can be configured for any event within Beeline VMS including new requisitions, assignment extensions, terminations, transfers, or any other event requiring workflow/approval. Users are automatically notified of an event that requires their attention or approval. 

Notifications can be sent to an approver’s email, mobile device, and/or dashboard. Beeline offers a unique capability allowing a user to approve or reject any workflow item without logging into the system; a quicker and easier approval process. From the link in an email notification, the user can take required action (approve timesheet, approve a requisition, etc.).  In addition, cancelled or fulfilled requests would typically generate notifications to the associated manager and supplier. 

Workflows and notifications are typically designed during implementation to follow a client’s desired business rules; however, the content of the message and the workflow can be adjusted at any time.  Notifications can also be generated to financial approvers, internal security departments (e.g. badging credentials), or other client departments.  Approval workflows typically include:

• Hierarchical approvals
• Self-directed approvals
• Custom approvals

Some of the benefits are:

• Fully customizable workflow / approval process
­ Ability to create multi-step approval process with conditional steps (different thresholds such as approval limits, etc.)
­ Ability to support the following user actions: Approve/Reject; Notification; Unanimous Approve/Reject; Approval Notification; Rejection Notification; Task; Approval Task; Rejection Task
• Approval – Requires the user to take an accept / reject action on the event
• Task – Generates a ""task"" that the user needs to complete 
• Wait (Sync) – Causes the workflow process to halt until the task is marked as completed
• No Wait (A-Sync) – The workflow continues but the task remains on the dashboard until the task is completed
• Notifications 
­ Generates an email or dashboard notification to the user without having to wait for confirmation
­ Ability to configure email notifications using client specific terminology
• Ability to configure escalation rules

Beeline VMS offers a state-of-the-art workflow engine.",3,
Beeline,675,2018,3,1,4,"Beeline can make internal resource pools visible through the application. Once these resources are found within the internal resource pool Hiring Managers/MSPs will have the ability to enter them in as a pre-identified candidate who can then go through an express workflow, which can be streamlined from your typical requests. This will also allow the client to bring on the pre-identified candidate at a lower markup/rate, as opposed to having the supplier fill the position. This functionality will enable you to handle someone identified by your HR department, and then assign them to a supplier or other management group.",4,
Beeline,676,2018,3,1,4,"All suppliers must be vetted, approved, and pre-configured prior to being used by clients.  For suppliers that are not standard but are approved to be used, Beeline offers several supplier performance reports that can be drilled down by MSP and hiring manager to understand the use of suppliers, supplier quality, and supplier volume.  ",3,
Beeline,677,2018,3,1,4,"Beeline VMS enables automatic screening of candidate profiles. Clients will define the candidate requirements and if an individual’s profile does not meet the minimum, Beeline VMS application can be configured to automatically notify the supplier that the candidate is declined, or the client may choose to continue to send these candidates through to the self-managed program office/MSP for evaluation. In addition, candidate submittal by suppliers is tightly-controlled to ensure that only relevant, legally-permitted submittals are accepted by the tool. This enables both the program team and client users to save important time sifting through candidates. The self-managed program office/MSP can provide the first level of screening for incoming candidates from the supply chain. Once a supplier submits a candidate, a required action notification to review the resume appears on the self-managed program/MSP homepage. The self-managed program office/MSP can interactively review and filter candidates based on their level of meeting the request requirements. By qualifying only certain candidates, the self-managed program office/MSP can reduce the number of candidates sent to the hiring manager so that the hiring manager only reviews the candidates accepted or qualified by the self-managed program office/MSP. Furthermore, Beeline’s candidate management tool makes the process for hiring managers reviewing candidates quick and easy with side-by-side candidate comparisons in list, business card, and detailed compare views. Regardless of the candidate comparison view selected by the end user, pertinent details such as history, tenure, resumes, flagging, ratings, etc. can be seen within each view. The self-managed program office/MSP can “recommend” candidates as the best of the group they have screened.",4,
Beeline,678,2018,3,1,4,"Beeline’s simple candidate management tool enables quick selection of a candidate, or for more detailed and analytic recruiting, our Candidate Compare function is available. This candidate management tool, providing several layers of interactive candidate screening and filtering, is unique to the VMS market and enables the hiring manager and and/or other client administrative functions to review candidates quickly and effectively. These screening and filtering layers include:  

• Skill Match:  Candidate skills are matched to the requirements of the requisition and a percentage match is available 
• Enhanced Resume View:  Candidate resumes are easy to preview quickly by selecting the resume icon which highlights the job title, recent experience, and any skills matched from the requisition. It also allows the user to shuffle through multiple resumes without having to close the previous one, allowing the manager to be more efficient with their time getting their positions filled more quickly
• Candidate Compare:  Side-by-side comparison of submitted candidates
• Candidate Status:  Updated to reflect the position in the qualification process
• Candidate Flags:  Visually simple indicators reflect key candidate considerations such as rate card variance, previous history, duplicate submittal, etc.
• Interview Status:  Interview activity (scheduled, completed, etc.)
• Submission Limits – Ensure appropriate submission limits are in-place and managed by the MSP on a program and request level.

Eligible and qualified candidates are submitted to the hiring manager to review and select after optional initial self-managed program office/MSP evaluation. 

Beeline VMS provides a set of ""flags"" to alert the end user of important information that is necessary at the beginning of the evaluation period. Some flags are set due to user actions (DNR/DNE) and some reflect record status (Over the Rate Card). Examples include:

• Do Not Engage – Beeline can flag candidates that have been deemed “do-not-engage”
• Duplicate Submittal – Beeline can flag if more than one supplier has submitted a particular candidate
• Rate Over the Rate Card – Beeline can flag candidates who have been submitted above the rate card
• History – Beeline can flag candidates that have been submitted and/or worked at the client before so that end users can quickly look at past performance
• Submitted for Multiple Positions – Beeline can flag a candidate that is looking at other positions within the company, enabling the company to match the candidate to the best suited position based on the company's needs.

Beeline’s Resume Preview enables the user to quickly flip through all candidates’ resumes submitted without having to go back to the Review Tool screen.
",3,
Beeline,679,2018,3,1,4,"Interview scheduling takes place through the application using Beeline’s Interview Manager to ensure all interview details are captured and consistent. Interviews can be scheduled with GoToMeeting™, Google™ Hangouts, Onsite, Phone, Skype™, or WebEx™.

Once the supplier accepts the interview, the VMS generates a V-card to the email of the hiring manager so they can easily manage multiple interviews and other meetings. For Outlook 2007 or later users, Beeline VMS takes it one-step further featuring a soft integration into the user's Outlook calendar. This provides hiring managers the ability to see free/busy time on their own Outlook calendar as well as invite other attendees to the interview.
",3,
Beeline,680,2018,3,1,4,"Beeline VMS can track and provide data such as contractor name, job type, work location and hours on the Assignment Profile screen or via reports. Each active contractor has an Assignment Profile Page that houses all activity tied to this contractor throughout the lifecycle of the assignment (i.e. amendments, extensions, timesheets, expenses, budget/spend etc.). The information captured provides a holistic view on one report so the Hiring Manager or MSP can easily access the applicable and meaningful information for each active assignment they’re managing in one centralized location. As activities/actions are occurring throughout the course of the assignment, this information will update in real time. All activity within Beeline VMS is date/time stamped and completely auditable so a complete historical overview can be captured and reported on relating to any actions that occur within the application.",4,
