m_id,persona_id,e_id,weight,user_id
3,5,2579,0.6,1
3,1,2580,0.4,1
3,2,2580,1,1
3,3,2580,0.8,1
3,4,2580,0.6,1
3,5,2580,0.4,1
3,1,2581,0.6,1
3,2,2581,1,1
3,3,2581,1,1
3,4,2581,0.8,1
3,5,2581,0.8,1
3,1,2582,0.6,1
3,2,2582,1,1
3,3,2582,1,1
3,4,2582,0.8,1
3,5,2582,0.8,1
3,1,2583,0.4,1
3,2,2583,1,1
3,3,2583,1,1
3,4,2583,0.6,1
3,5,2583,0.6,1
3,1,2584,0.6,1
3,2,2584,1,1
3,3,2584,0.8,1
3,4,2584,0.6,1
3,5,2584,0.6,1
3,1,2585,0.6,1
3,2,2585,1,1
3,3,2585,0.8,1
3,4,2585,0.6,1
3,5,2585,0.8,1
3,1,2586,0.4,1
3,2,2586,1,1
3,3,2586,0.8,1
3,4,2586,0.6,1
3,5,2586,0.6,1
3,1,2587,0.8,1
3,2,2587,1,1
3,3,2587,0.8,1
3,4,2587,0.6,1
3,5,2587,0.6,1
3,1,2588,0.8,1
3,2,2588,1,1
3,3,2588,0.8,1
3,4,2588,0.4,1
3,5,2588,0.8,1
3,1,2589,0.8,1
3,2,2589,1,1
3,3,2589,0.8,1
3,4,2589,0.6,1
3,5,2589,0.8,1
3,1,2590,0.2,1
3,2,2590,1,1
3,3,2590,0.8,1
3,4,2590,0.4,1
3,5,2590,0.6,1
3,1,2591,0.2,1
3,2,2591,1,1
3,3,2591,0.8,1
3,4,2591,0.5,1
3,5,2591,0.5,1
3,1,2592,0.2,1
3,2,2592,1,1
3,3,2592,0.8,1
3,4,2592,0.4,1
3,5,2592,0.4,1
3,1,2593,0.6,1
3,2,2593,1,1
3,3,2593,0.6,1
3,4,2593,0.8,1
3,5,2593,0.6,1
3,1,2594,0.2,1
3,2,2594,1,1
3,3,2594,0.8,1
3,4,2594,0.4,1
3,5,2594,0.4,1
3,1,2595,0.2,1
3,2,2595,1,1
3,3,2595,0.6,1
3,4,2595,0.4,1
3,5,2595,0.2,1
3,1,2596,0.4,1
3,2,2596,1,1
3,3,2596,1,1
3,4,2596,0.6,1
3,5,2596,0.5,1
3,1,2597,0.2,1
3,2,2597,1,1
3,3,2597,1,1
3,4,2597,0.6,1
3,5,2597,0.5,1
3,1,2598,0.2,1
3,2,2598,1,1
3,3,2598,1,1
3,4,2598,0.6,1
3,5,2598,0.5,1
3,1,2599,0.2,1
3,2,2599,1,1
3,3,2599,1,1
3,4,2599,0.6,1
3,5,2599,0.5,1
3,1,2600,0.2,1
3,2,2600,1,1
3,3,2600,1,1
3,4,2600,0.6,1
3,5,2600,0.5,1
3,1,2601,0.2,1
3,2,2601,1,1
3,3,2601,1,1
3,4,2601,0.6,1
3,5,2601,0.5,1
3,1,2602,0.4,1
3,2,2602,1,1
3,3,2602,1,1
3,4,2602,0.6,1
3,5,2602,0.5,1
3,1,2603,0.4,1
3,2,2603,1,1
3,3,2603,0.8,1
3,4,2603,0.6,1
3,5,2603,0.5,1
3,1,2604,0.2,1
3,2,2604,1,1
3,3,2604,0.8,1
3,4,2604,0.6,1
3,5,2604,0.5,1
3,1,2605,0.2,1
3,2,2605,1,1
3,3,2605,0.8,1
3,4,2605,0.4,1
3,5,2605,0.4,1
3,1,2606,0.6,1
3,2,2606,1,1
3,3,2606,0.8,1
3,4,2606,0.8,1
3,5,2606,0.8,1
3,1,2607,0.2,1
3,2,2607,1,1
3,3,2607,0.8,1
3,4,2607,0.4,1
3,5,2607,0.2,1
3,1,2608,0.8,1
3,2,2608,1,1
3,3,2608,0.8,1
3,4,2608,1,1
3,5,2608,0.8,1
3,1,2609,0.2,1
3,2,2609,1,1
3,3,2609,0.8,1
3,4,2609,0.8,1
3,5,2609,0.5,1
3,1,2610,0.2,1
3,2,2610,1,1
3,3,2610,0.8,1
3,4,2610,0.8,1
3,5,2610,0.5,1
3,1,2611,0.2,1
3,2,2611,1,1
3,3,2611,0.8,1
3,4,2611,0.8,1
3,5,2611,0.5,1
3,1,2612,0.6,1
3,2,2612,1,1
3,3,2612,0.8,1
3,4,2612,0.8,1
3,5,2612,0.6,1
3,1,2613,0.2,1
3,2,2613,1,1
3,3,2613,0.8,1
3,4,2613,0.8,1
3,5,2613,0.5,1
3,1,2614,0.6,1
3,2,2614,1,1
3,3,2614,0.8,1
3,4,2614,0.8,1
3,5,2614,0.8,1
3,1,2615,0.4,1
3,2,2615,1,1
3,3,2615,0.8,1
3,4,2615,0.6,1
3,5,2615,0.6,1
3,1,2616,0.4,1
3,2,2616,1,1
3,3,2616,1,1
3,4,2616,0.6,1
3,5,2616,0.8,1
3,1,2617,0.4,1
3,2,2617,1,1
3,3,2617,0.8,1
3,4,2617,0.6,1
3,5,2617,0.8,1
3,1,2618,0.4,1
3,2,2618,1,1
3,3,2618,1,1
3,4,2618,0.6,1
3,5,2618,0.8,1
3,1,2619,0.4,1
3,2,2619,1,1
3,3,2619,0.8,1
3,4,2619,0.6,1
3,5,2619,0.8,1
3,1,2620,0.6,1
3,2,2620,1,1
3,3,2620,0.8,1
3,4,2620,1,1
3,5,2620,1,1
3,1,2621,1,1
3,2,2621,1,1
3,3,2621,0.8,1
3,4,2621,1,1
3,5,2621,1,1
3,1,2622,0.4,1
3,2,2622,1,1
3,3,2622,0.8,1
3,4,2622,1,1
3,5,2622,0.6,1
3,1,2623,0.6,1
3,2,2623,1,1
3,3,2623,0.8,1
3,4,2623,1,1
3,5,2623,0.8,1
3,1,2624,0.4,1
3,2,2624,1,1
3,3,2624,0.8,1
3,4,2624,1,1
3,5,2624,0.6,1
3,1,2625,0.4,1
3,2,2625,1,1
3,3,2625,0.8,1
3,4,2625,1,1
3,5,2625,0.6,1
3,1,2626,0.6,1
3,2,2626,1,1
3,3,2626,1,1
3,4,2626,0.6,1
3,5,2626,0.6,1
3,1,2627,0.6,1
3,2,2627,1,1
3,3,2627,1,1
3,4,2627,0.6,1
3,5,2627,0.6,1
3,1,2628,0.2,1
3,2,2628,1,1
3,3,2628,1,1
3,4,2628,0.6,1
3,5,2628,0.6,1
3,1,2629,0.4,1
3,2,2629,1,1
3,3,2629,1,1
3,4,2629,0.6,1
3,5,2629,0.6,1
3,1,2630,0.4,1
3,2,2630,1,1
3,3,2630,1,1
3,4,2630,0.6,1
3,5,2630,0.6,1
3,1,2631,0.4,1
3,2,2631,1,1
3,3,2631,1,1
3,4,2631,0.6,1
3,5,2631,0.6,1
3,1,2632,1,1
3,2,2632,1,1
3,3,2632,1,1
3,4,2632,1,1
3,5,2632,1,1
3,1,2633,0.4,1
3,2,2633,1,1
3,3,2633,1,1
3,4,2633,1,1
3,5,2633,0.6,1
3,1,2634,0.2,1
3,2,2634,1,1
3,3,2634,0.8,1
3,4,2634,0.6,1
3,5,2634,0.4,1
3,1,2635,0.2,1
3,2,2635,1,1
3,3,2635,0.8,1
3,4,2635,0.6,1
3,5,2635,0.4,1
3,1,2636,0.2,1
3,2,2636,1,1
3,3,2636,0.8,1
3,4,2636,0.2,1
3,5,2636,0.2,1
3,1,2637,0.2,1
3,2,2637,1,1
3,3,2637,0.8,1
3,4,2637,0.6,1
3,5,2637,0.4,1
3,1,2638,0.8,1
3,2,2638,1,1
3,3,2638,1,1
3,4,2638,0.8,1
3,5,2638,0.8,1
3,1,2639,0.4,1
3,2,2639,1,1
3,3,2639,1,1
3,4,2639,0.4,1
3,5,2639,0.4,1
3,1,2640,0.8,1
3,2,2640,1,1
3,3,2640,0.8,1
3,4,2640,0.8,1
3,5,2640,0.8,1
3,1,2641,0.2,1
3,2,2641,1,1
3,3,2641,0.8,1
3,4,2641,0.6,1
3,5,2641,0.2,1
3,1,2642,0.4,1
3,2,2642,1,1
3,3,2642,1,1
3,4,2642,0.6,1
3,5,2642,0.6,1
3,1,2643,0.4,1
3,2,2643,1,1
3,3,2643,1,1
3,4,2643,0.6,1
3,5,2643,0.6,1
3,1,2644,0.4,1
3,2,2644,1,1
3,3,2644,0.8,1
3,4,2644,0.6,1
3,5,2644,0.6,1
3,1,2645,0.2,1
3,2,2645,1,1
3,3,2645,0.8,1
3,4,2645,0.6,1
3,5,2645,0.4,1
3,1,2646,0.2,1
3,2,2646,1,1
3,3,2646,0.6,1
3,4,2646,0.8,1
3,5,2646,0.6,1
3,1,2647,0.2,1
3,2,2647,1,1
3,3,2647,1,1
3,4,2647,0.4,1
3,5,2647,0.6,1
3,1,2648,0.4,1
3,2,2648,1,1
3,3,2648,0.8,1
3,4,2648,0.6,1
3,5,2648,0.6,1
3,1,2649,0.2,1
3,2,2649,1,1
3,3,2649,1,1
3,4,2649,0.6,1
3,5,2649,0.6,1
3,1,2650,0.2,1
3,2,2650,1,1
3,3,2650,1,1
3,4,2650,0.6,1
3,5,2650,0.6,1
3,1,2651,0.4,1
3,2,2651,1,1
3,3,2651,1,1
3,4,2651,0.4,1
3,5,2651,0.4,1
3,1,2652,0.4,1
3,2,2652,1,1
3,3,2652,0.8,1
3,4,2652,0.8,1
3,5,2652,0.6,1
3,1,2653,0.2,1
3,2,2653,1,1
3,3,2653,1,1
3,4,2653,0.8,1
3,5,2653,0.6,1
3,1,2654,0.2,1
3,2,2654,1,1
3,3,2654,0.8,1
3,4,2654,0.4,1
3,5,2654,0.4,1
3,1,2655,0.2,1
3,2,2655,1,1
3,3,2655,0.8,1
3,4,2655,0.4,1
3,5,2655,0.4,1
3,1,2656,0.2,1
3,2,2656,1,1
3,3,2656,0.8,1
3,4,2656,0.5,1
3,5,2656,0.5,1
3,1,2657,0.2,1
3,2,2657,1,1
3,3,2657,0.8,1
3,4,2657,0.6,1
3,5,2657,0.4,1
3,1,2658,0.6,1
3,2,2658,1,1
3,3,2658,1,1
3,4,2658,0.6,1
3,5,2658,0.6,1
3,1,2659,0.2,1
3,2,2659,1,1
3,3,2659,1,1
3,4,2659,0.6,1
3,5,2659,0.6,1
3,1,2660,0,1
3,2,2660,0,1
3,3,2660,0,1
3,4,2660,0,1
3,5,2660,0,1
3,1,2661,0,1
3,2,2661,0,1
3,3,2661,0,1
3,4,2661,0,1
3,5,2661,0,1
3,1,2662,0,1
3,2,2662,0,1
3,3,2662,0,1
3,4,2662,0,1
3,5,2662,0,1
3,1,2663,0,1
3,2,2663,0,1
3,3,2663,0,1
3,4,2663,0,1
3,5,2663,0,1
3,1,2664,0,1
3,2,2664,0,1
3,3,2664,0,1
3,4,2664,0,1
3,5,2664,0,1
3,1,2665,0,1
3,2,2665,0,1
3,3,2665,0,1
3,4,2665,0,1
3,5,2665,0,1
3,1,2666,0,1
3,2,2666,0,1
3,3,2666,0,1
3,4,2666,0,1
3,5,2666,0,1
3,1,2667,0,1
3,2,2667,0,1
3,3,2667,0,1
3,4,2667,0,1
3,5,2667,0,1
3,1,2668,0,1
3,2,2668,0,1
3,3,2668,0,1
3,4,2668,0,1
3,5,2668,0,1
3,1,2669,0,1
3,2,2669,0,1
3,3,2669,0,1
3,4,2669,0,1
3,5,2669,0,1
3,1,2670,0,1
3,2,2670,0,1
3,3,2670,0,1
3,4,2670,0,1
3,5,2670,0,1
3,1,2671,0,1
3,2,2671,0,1
3,3,2671,0,1
3,4,2671,0,1
3,5,2671,0,1
3,1,2672,0,1
3,2,2672,0,1
3,3,2672,0,1
3,4,2672,0,1
3,5,2672,0,1
3,1,2673,0,1
3,2,2673,0,1
3,3,2673,0,1
3,4,2673,0,1
3,5,2673,0,1
3,1,2674,0,1
3,2,2674,0,1
3,3,2674,0,1
3,4,2674,0,1
3,5,2674,0,1
3,1,2675,0,1
3,2,2675,0,1
3,3,2675,0,1
3,4,2675,0,1
3,5,2675,0,1
3,1,2676,0,1
3,2,2676,0,1
3,3,2676,0,1
3,4,2676,0,1
3,5,2676,0,1
3,1,2677,0,1
3,2,2677,0,1
3,3,2677,0,1
3,4,2677,0,1
3,5,2677,0,1
3,1,2678,0,1
3,2,2678,0,1
3,3,2678,0,1
3,4,2678,0,1
3,5,2678,0,1
3,1,2679,0,1
3,2,2679,0,1
3,3,2679,0,1
3,4,2679,0,1
3,5,2679,0,1
3,1,2680,0,1
3,2,2680,0,1
3,3,2680,0,1
3,4,2680,0,1
3,5,2680,0,1
3,1,2681,0,1
3,2,2681,0,1
3,3,2681,0,1
3,4,2681,0,1
3,5,2681,0,1
3,1,2682,0,1
3,2,2682,0,1
3,3,2682,0,1
3,4,2682,0,1
3,5,2682,0,1
4,1,2000,0.6,1
4,2,2000,1,1
4,3,2000,1,1
4,4,2000,1,1
4,5,2000,0.6,1
4,6,2000,0.5,1
4,1,2001,0.2,1
4,2,2001,1,1
4,3,2001,1,1
4,4,2001,1,1
4,5,2001,0.5,1
4,6,2001,0.8,1
4,1,2002,0.1,1
4,2,2002,0.8,1
4,3,2002,0.9,1
4,4,2002,0.9,1
4,5,2002,0.3,1
4,6,2002,0.2,1
4,1,2003,0,1
4,2,2003,0.7,1
4,3,2003,0.8,1
4,4,2003,0.8,1
4,5,2003,0.8,1
4,6,2003,0.2,1
4,1,2004,0.1,1
4,2,2004,0.6,1
4,3,2004,0.5,1
4,4,2004,0.5,1
4,5,2004,0.8,1
4,6,2004,0.5,1
4,1,2005,0,1
4,2,2005,0.5,1
4,3,2005,0,1
4,4,2005,0,1
4,5,2005,0,1
4,6,2005,0.2,1
4,1,2006,0.4,1
4,2,2006,1,1
4,3,2006,1,1
4,4,2006,1,1
4,5,2006,0.6,1
4,6,2006,0.3,1
4,1,2007,0.3,1
4,2,2007,0.8,1
4,3,2007,1,1
4,4,2007,1,1
4,5,2007,0.9,1
4,6,2007,0,1
4,1,2008,0.5,1
4,2,2008,1,1
4,3,2008,0.7,1
4,4,2008,0.7,1
4,5,2008,0.9,1
4,6,2008,0.8,1
4,1,2009,0.4,1
4,2,2009,1,1
4,3,2009,0.8,1
4,4,2009,0.8,1
4,5,2009,0.7,1
4,6,2009,0.3,1
4,1,2010,0.7,1
4,2,2010,0.9,1
4,3,2010,1,1
4,4,2010,1,1
4,5,2010,0.5,1
4,6,2010,0.3,1
4,1,2011,0.4,1
4,2,2011,1,1
4,3,2011,1,1
4,4,2011,1,1
4,5,2011,0.6,1
4,6,2011,0.8,1
4,1,2012,0.4,1
4,2,2012,0.6,1
4,3,2012,0.5,1
4,4,2012,0.5,1
4,5,2012,0.3,1
4,6,2012,0.4,1
4,1,2013,0.5,1
4,2,2013,1,1
4,3,2013,1,1
4,4,2013,1,1
4,5,2013,0.6,1
4,6,2013,0.5,1
4,1,2014,0.3,1
4,2,2014,0.8,1
4,3,2014,0.5,1
4,4,2014,0.5,1
4,5,2014,0.3,1
4,6,2014,0.2,1
4,1,2015,0.2,1
4,2,2015,0.8,1
4,3,2015,1,1
4,4,2015,1,1
4,5,2015,0.6,1
4,6,2015,0.5,1
4,1,2016,0.4,1
4,2,2016,0.9,1
4,3,2016,1,1
4,4,2016,1,1
4,5,2016,0.4,1
4,6,2016,1,1
4,1,2017,0.3,1
4,2,2017,0.7,1
4,3,2017,0.3,1
4,4,2017,0.3,1
4,5,2017,0.6,1
4,6,2017,0.8,1
4,1,2018,0.5,1
4,2,2018,0.9,1
4,3,2018,1,1
4,4,2018,1,1
4,5,2018,0.7,1
4,6,2018,0.4,1
4,1,2019,0.5,1
4,2,2019,0.9,1
4,3,2019,1,1
4,4,2019,1,1
4,5,2019,0.4,1
4,6,2019,1,1
4,1,2020,0.2,1
4,2,2020,0.8,1
4,3,2020,0.5,1
4,4,2020,0.5,1
4,5,2020,0.2,1
4,6,2020,0.6,1
4,1,2021,0.5,1
4,2,2021,0.8,1
4,3,2021,1,1
4,4,2021,1,1
4,5,2021,0.3,1
4,6,2021,0.8,1
4,1,2022,0.2,1
4,2,2022,0.6,1
4,3,2022,0.3,1
4,4,2022,0.3,1
4,5,2022,0.5,1
4,6,2022,0.4,1
4,1,2023,0.2,1
4,2,2023,0.8,1
4,3,2023,1,1
4,4,2023,1,1
4,5,2023,0.3,1
4,6,2023,1,1
4,1,2024,0,1
4,2,2024,0.5,1
4,3,2024,0.4,1
4,4,2024,0.4,1
4,5,2024,0.3,1
4,6,2024,1,1
4,1,2025,0,1
4,2,2025,0.5,1
4,3,2025,0.5,1
4,4,2025,0.5,1
4,5,2025,0.5,1
4,6,2025,0,1
4,1,2026,0.3,1
4,2,2026,0.9,1
4,3,2026,1,1
4,4,2026,1,1
4,5,2026,0.3,1
4,6,2026,0.5,1
4,1,2027,0.2,1
4,2,2027,0.9,1
4,3,2027,1,1
4,4,2027,1,1
4,5,2027,0.7,1
4,6,2027,0.5,1
4,1,2028,0.1,1
4,2,2028,0.9,1
4,3,2028,1,1
4,4,2028,1,1
4,5,2028,0.6,1
4,6,2028,0,1
4,1,2029,0.2,1
4,2,2029,0.8,1
4,3,2029,0.6,1
4,4,2029,0.6,1
4,5,2029,0.4,1
4,6,2029,0,1
4,1,2030,0,1
4,2,2030,0.8,1
4,3,2030,0.7,1
4,4,2030,0.7,1
4,5,2030,0.2,1
4,6,2030,0,1
4,1,2031,0,1
4,2,2031,1,1
4,3,2031,0.5,1
4,4,2031,0.5,1
4,5,2031,1,1
4,6,2031,0,1
4,1,2032,0.1,1
4,2,2032,0.9,1
4,3,2032,1,1
4,4,2032,1,1
4,5,2032,0.7,1
4,6,2032,0,1
4,1,2033,0.1,1
4,2,2033,1,1
4,3,2033,0.5,1
4,4,2033,0.5,1
4,5,2033,0.3,1
4,6,2033,0.1,1
4,1,2034,0.2,1
4,2,2034,0.8,1
4,3,2034,0.4,1
4,4,2034,0.4,1
4,5,2034,0.6,1
4,6,2034,0,1
4,1,2035,0.2,1
4,2,2035,0.6,1
4,3,2035,0.2,1
4,4,2035,0.2,1
4,5,2035,0.5,1
4,6,2035,0.1,1
4,1,2036,0.2,1
4,2,2036,0.8,1
4,3,2036,0.8,1
4,4,2036,0.8,1
4,5,2036,0.6,1
4,6,2036,0.2,1
4,1,2037,0.2,1
4,2,2037,1,1
4,3,2037,1,1
4,4,2037,1,1
4,5,2037,0.2,1
4,6,2037,0,1
4,1,2038,0.2,1
4,2,2038,0.8,1
4,3,2038,0.6,1
4,4,2038,0.6,1
4,5,2038,0.1,1
4,6,2038,0,1
4,1,2039,0.1,1
4,2,2039,0.6,1
4,3,2039,0.4,1
4,4,2039,0.4,1
4,5,2039,0,1
4,6,2039,0,1
4,1,2040,0.1,1
4,2,2040,0.7,1
4,3,2040,1,1
4,4,2040,1,1
4,5,2040,0.1,1
4,6,2040,0,1
4,1,2041,0.5,1
4,2,2041,0.3,1
4,3,2041,0.9,1
4,4,2041,0.9,1
4,5,2041,0.5,1
4,6,2041,0.5,1
4,1,2042,0.3,1
4,2,2042,0.9,1
4,3,2042,0.9,1
4,4,2042,0.9,1
4,5,2042,0.3,1
4,6,2042,0.8,1
4,1,2043,0,1
4,2,2043,0.6,1
4,3,2043,0.5,1
4,4,2043,0.5,1
4,5,2043,0.1,1
4,6,2043,0,1
4,1,2044,1,1
4,2,2044,0.8,1
4,3,2044,1,1
4,4,2044,1,1
4,5,2044,0.5,1
4,6,2044,0.5,1
4,1,2045,0.4,1
4,2,2045,1,1
4,3,2045,1,1
4,4,2045,1,1
4,5,2045,0.6,1
4,6,2045,0.4,1
4,1,2046,0,1
4,2,2046,0.8,1
4,3,2046,0.8,1
4,4,2046,0.8,1
4,5,2046,0.6,1
4,6,2046,0.1,1
4,1,2047,0,1
4,2,2047,1,1
4,3,2047,0.8,1
4,4,2047,0.8,1
4,5,2047,1,1
4,6,2047,0.8,1
4,1,2048,0.4,1
4,2,2048,0.8,1
4,3,2048,0.6,1
4,4,2048,0.6,1
4,5,2048,0.4,1
4,6,2048,0.5,1
4,1,2049,0,1
4,2,2049,0.6,1
4,3,2049,0.5,1
4,4,2049,0.5,1
4,5,2049,0.2,1
4,6,2049,0,1
4,1,2050,0.2,1
4,2,2050,1,1
4,3,2050,1,1
4,4,2050,1,1
4,5,2050,0.4,1
4,6,2050,0.5,1
4,1,2051,0.2,1
4,2,2051,1,1
4,3,2051,1,1
4,4,2051,1,1
4,5,2051,0.4,1
4,6,2051,0.7,1
4,1,2052,0.2,1
4,2,2052,0.8,1
4,3,2052,0.5,1
4,4,2052,0.5,1
4,5,2052,0.4,1
4,6,2052,0.4,1
4,1,2053,0,1
4,2,2053,0.5,1
4,3,2053,0.5,1
4,4,2053,0.5,1
4,5,2053,0,1
4,6,2053,0.3,1
4,1,2054,0.4,1
4,2,2054,0.8,1
4,3,2054,0.9,1
4,4,2054,0.9,1
4,5,2054,0.8,1
4,6,2054,0.1,1
4,1,2055,0.4,1
4,2,2055,0.8,1
4,3,2055,1,1
4,4,2055,1,1
4,5,2055,0.8,1
4,6,2055,0,1
4,1,2056,0,1
4,2,2056,0.6,1
4,3,2056,0.5,1
4,4,2056,0.5,1
4,5,2056,0,1
4,6,2056,0,1
4,1,2057,0.2,1
4,2,2057,0.8,1
4,3,2057,0.6,1
4,4,2057,0.6,1
4,5,2057,0.8,1
4,6,2057,0.2,1
4,1,2058,0.6,1
4,2,2058,0.7,1
4,3,2058,0.8,1
4,4,2058,0.8,1
4,5,2058,0.4,1
4,6,2058,0.3,1
4,1,2059,0.2,1
4,2,2059,0.9,1
4,3,2059,1,1
4,4,2059,1,1
4,5,2059,0.8,1
4,6,2059,0.5,1
4,1,2060,0,1
4,2,2060,0.6,1
4,3,2060,0.3,1
4,4,2060,0.3,1
4,5,2060,0.2,1
4,6,2060,0.5,1
4,1,2061,0.5,1
4,2,2061,1,1
4,3,2061,1,1
4,4,2061,1,1
4,5,2061,0.3,1
4,6,2061,0.5,1
4,1,2062,0.2,1
4,2,2062,0.8,1
4,3,2062,0.8,1
4,4,2062,0.8,1
4,5,2062,0.3,1
4,6,2062,0,1
4,1,2063,0.2,1
4,2,2063,0.8,1
4,3,2063,0.8,1
4,4,2063,0.8,1
4,5,2063,0.3,1
4,6,2063,0,1
4,1,2064,0.2,1
4,2,2064,0.7,1
4,3,2064,0.6,1
4,4,2064,0.6,1
4,5,2064,0.3,1
4,6,2064,0.1,1
4,1,2065,0.5,1
4,2,2065,0.9,1
4,3,2065,0.5,1
4,4,2065,0.5,1
4,5,2065,0.5,1
4,6,2065,0.5,1
4,1,2066,0.2,1
4,2,2066,1,1
4,3,2066,0.7,1
4,4,2066,0.7,1
4,5,2066,0.3,1
4,6,2066,0,1
4,1,2067,0.2,1
4,2,2067,0.8,1
4,3,2067,1,1
4,4,2067,1,1
4,5,2067,0.2,1
4,6,2067,0,1
4,1,2068,0.4,1
4,2,2068,0.8,1
4,3,2068,0.6,1
4,4,2068,0.6,1
4,5,2068,0.1,1
4,6,2068,0.5,1
4,1,2069,0,1
4,2,2069,1,1
4,3,2069,0.4,1
4,4,2069,0.4,1
4,5,2069,0.6,1
4,6,2069,0,1
4,1,2070,0.4,1
4,2,2070,0.7,1
4,3,2070,0.7,1
4,4,2070,0.7,1
4,5,2070,0.3,1
4,6,2070,0,1
4,1,2071,0.5,1
4,2,2071,1,1
4,3,2071,0.9,1
4,4,2071,0.9,1
4,5,2071,0.4,1
4,6,2071,0.6,1
4,1,2072,0,1
4,2,2072,0.8,1
4,3,2072,1,1
4,4,2072,1,1
4,5,2072,0.5,1
4,6,2072,0.3,1
4,1,2073,0.5,1
4,2,2073,1,1
4,3,2073,0.8,1
4,4,2073,0.8,1
4,5,2073,0.4,1
4,6,2073,0.2,1
4,1,2074,0,1
4,2,2074,0.6,1
4,3,2074,0.2,1
4,4,2074,0.2,1
4,5,2074,0.5,1
4,6,2074,0,1
4,1,2075,0,1
4,2,2075,0.8,1
4,3,2075,0.6,1
4,4,2075,0.6,1
4,5,2075,0.3,1
4,6,2075,0.5,1
4,1,2076,0,1
4,2,2076,1,1
4,3,2076,0.8,1
4,4,2076,0.8,1
4,5,2076,0.5,1
4,6,2076,0.3,1
4,1,2077,0,1
4,2,2077,0.6,1
4,3,2077,0,1
4,4,2077,0,1
4,5,2077,0.4,1
4,6,2077,0.2,1
4,1,2078,0.6,1
4,2,2078,0.8,1
4,3,2078,0.8,1
4,4,2078,0.8,1
4,5,2078,0.4,1
4,6,2078,0.6,1
4,1,2079,0.4,1
4,2,2079,0.6,1
4,3,2079,0.6,1
4,4,2079,0.6,1
4,5,2079,0,1
4,6,2079,0,1
4,1,2080,0.4,1
4,2,2080,0.6,1
4,3,2080,0.4,1
4,4,2080,0.4,1
4,5,2080,0.2,1
4,6,2080,1,1
4,1,2081,0,1
4,2,2081,0.5,1
4,3,2081,0.5,1
4,4,2081,0.5,1
4,5,2081,0,1
4,6,2081,0.8,1
4,1,2082,0.4,1
4,2,2082,0.6,1
4,3,2082,0.3,1
4,4,2082,0.3,1
4,5,2082,0,1
4,6,2082,1,1
4,1,2083,0,1
4,2,2083,0.6,1
4,3,2083,0,1
4,4,2083,0,1
4,5,2083,0,1
4,6,2083,0.3,1
4,1,2084,0.5,1
4,2,2084,1,1
4,3,2084,0.6,1
4,4,2084,0.6,1
4,5,2084,1,1
4,6,2084,0.8,1
4,1,2085,0.5,1
4,2,2085,1,1
4,3,2085,0.8,1
4,4,2085,0.8,1
4,5,2085,1,1
4,6,2085,0.6,1
4,1,2086,0.3,1
4,2,2086,1,1
4,3,2086,1,1
4,4,2086,1,1
4,5,2086,0.5,1
4,6,2086,0.6,1
4,1,2087,0.1,1
4,2,2087,0.8,1
4,3,2087,0.6,1
4,4,2087,0.6,1
4,5,2087,0.3,1
4,6,2087,0.6,1
4,1,2088,0,1
4,2,2088,0.5,1
4,3,2088,0.7,1
4,4,2088,0.7,1
4,5,2088,1,1
4,6,2088,0,1
4,1,2089,0.9,1
4,2,2089,1,1
4,3,2089,1,1
4,4,2089,1,1
4,5,2089,0.8,1
4,6,2089,1,1
4,1,2090,0,1
4,2,2090,0.8,1
4,3,2090,0.8,1
4,4,2090,0.8,1
4,5,2090,0.5,1
4,6,2090,0.5,1
4,1,2091,0.5,1
4,2,2091,1,1
4,3,2091,1,1
4,4,2091,1,1
4,5,2091,0.8,1
4,6,2091,0,1
4,1,2092,0.5,1
4,2,2092,1,1
4,3,2092,1,1
4,4,2092,1,1
4,5,2092,0.8,1
4,6,2092,0,1
4,1,2093,0.5,1
4,2,2093,1,1
4,3,2093,1,1
4,4,2093,1,1
4,5,2093,0.8,1
4,6,2093,0,1
4,1,2094,0.5,1
4,2,2094,1,1
4,3,2094,1,1
4,4,2094,1,1
4,5,2094,0.8,1
4,6,2094,0,1
4,1,2095,0.2,1
4,2,2095,0.8,1
4,3,2095,1,1
4,4,2095,1,1
4,5,2095,0.5,1
4,6,2095,0.8,1
4,1,2096,0.2,1
4,2,2096,0.8,1
4,3,2096,1,1
4,4,2096,1,1
4,5,2096,0.5,1
4,6,2096,0.4,1
4,1,2097,0.2,1
4,2,2097,1,1
4,3,2097,1,1
4,4,2097,1,1
4,5,2097,0.5,1
4,6,2097,0.2,1
4,1,2098,0.6,1
4,2,2098,1,1
4,3,2098,1,1
4,4,2098,1,1
4,5,2098,0.6,1
4,6,2098,0.5,1
4,1,2099,0,1
4,2,2099,0.4,1
4,3,2099,0.2,1
4,4,2099,0.2,1
4,5,2099,0.2,1
4,6,2099,0,1
4,1,2100,0.2,1
4,2,2100,0.9,1
4,3,2100,1,1
4,4,2100,1,1
4,5,2100,0.6,1
4,6,2100,0.5,1
4,1,2101,0,1
4,2,2101,0.6,1
4,3,2101,0.3,1
4,4,2101,0.3,1
4,5,2101,0.5,1
4,6,2101,0.4,1
4,1,2102,0.3,1
4,2,2102,0.8,1
4,3,2102,0.4,1
4,4,2102,0.4,1
4,5,2102,0.2,1
4,6,2102,0.8,1
4,1,2103,0.1,1
4,2,2103,0.7,1
4,3,2103,0.6,1
4,4,2103,0.6,1
4,5,2103,0.3,1
4,6,2103,0.8,1
4,1,2104,0.1,1
