persona_id,m_id,e_id,weight,p-m-e,weight,not in A,
3,5,2214,1,3-5-2214,1,7258,
3,5,2215,0.8,3-5-2215,0.8,7263,
3,5,2216,0.8,3-5-2216,0.8,7268,
3,5,2217,0.8,3-5-2217,0.8,7273,
3,5,2218,0.8,3-5-2218,0.8,7278,
3,5,2219,0.6,3-5-2219,0.6,7283,
3,5,2220,0.9,3-5-2220,0.9,7288,
3,5,2221,0.8,3-5-2221,0.8,7293,
3,5,2222,0.9,3-5-2222,0.9,7298,
3,5,2223,1,3-5-2223,1,7303,
3,5,2224,0.9,3-5-2224,0.9,7308,
3,5,2225,0.4,3-5-2225,0.4,7313,
3,5,2226,0.7,3-5-2226,0.7,7318,
3,5,2227,0.8,3-5-2227,0.8,7323,
3,5,2228,0.8,3-5-2228,0.8,7328,
3,5,2229,0.7,3-5-2229,0.7,#N/A,1
3,5,2230,1,3-5-2230,1,7333,
3,5,2231,0.8,3-5-2231,0.8,#N/A,1
3,5,2232,0.9,3-5-2232,0.9,7338,
3,5,2233,0.5,3-5-2233,0.5,7343,
3,5,2234,0.5,3-5-2234,0.5,#N/A,1
3,5,2235,0.7,3-5-2235,0.7,#N/A,1
3,5,2236,0.5,3-5-2236,0.5,#N/A,1
3,5,2371,1,3-5-2371,1,7348,
3,5,2372,0.7,3-5-2372,0.7,7353,
3,5,2373,0.7,3-5-2373,0.7,7358,
3,5,2374,0.8,3-5-2374,0.8,7363,
3,5,2375,0.8,3-5-2375,0.8,7368,
3,5,2376,1,3-5-2376,1,7373,
3,5,2377,1,3-5-2377,1,7378,
3,5,2378,1,3-5-2378,1,7383,
3,5,2379,0.5,3-5-2379,0.5,7388,
3,5,2380,0.4,3-5-2380,0.4,7393,
3,5,2381,0.5,3-5-2381,0.5,7398,
3,5,2382,1,3-5-2382,1,7403,
3,5,2383,1,3-5-2383,1,7408,
3,5,2384,0.9,3-5-2384,0.9,7413,
3,5,2385,0.8,3-5-2385,0.8,7418,
3,5,2386,0.7,3-5-2386,0.7,7423,
3,5,2387,0.7,3-5-2387,0.7,7428,
3,5,2388,0.9,3-5-2388,0.9,7433,
3,5,2389,1,3-5-2389,1,7438,
3,5,2390,0.8,3-5-2390,0.8,7443,
3,5,2391,0.6,3-5-2391,0.6,7448,
3,5,2392,0.4,3-5-2392,0.4,7453,
3,5,2393,0.5,3-5-2393,0.5,7458,
3,5,2394,0.6,3-5-2394,0.6,7463,
3,5,2395,0.5,3-5-2395,0.5,7468,
3,5,2396,0.8,3-5-2396,0.8,7473,
3,5,2397,0.8,3-5-2397,0.8,7478,
3,5,2398,0.8,3-5-2398,0.8,7483,
3,5,2399,0.8,3-5-2399,0.8,7488,
3,5,2400,0.8,3-5-2400,0.8,7493,
3,5,2401,0.8,3-5-2401,0.8,7498,
3,5,2402,0.8,3-5-2402,0.8,7503,
3,5,2403,0.8,3-5-2403,0.8,7508,
3,5,2404,0.8,3-5-2404,0.8,7513,
3,5,2405,0.8,3-5-2405,0.8,7518,
3,5,2406,0.8,3-5-2406,0.8,7523,
3,5,2407,0.8,3-5-2407,0.8,7528,
4,5,2000,1,4-5-2000,1,6514,
4,5,2001,1,4-5-2001,1,6519,
4,5,2002,0.9,4-5-2002,0.9,6524,
4,5,2003,0.8,4-5-2003,0.8,6529,
4,5,2004,0.5,4-5-2004,0.5,6534,
4,5,2005,0,4-5-2005,0,6539,
4,5,2006,1,4-5-2006,1,6544,
4,5,2007,1,4-5-2007,1,6549,
4,5,2008,0.7,4-5-2008,0.7,6554,
4,5,2009,0.8,4-5-2009,0.8,6559,
4,5,2010,1,4-5-2010,1,6564,
4,5,2011,1,4-5-2011,1,6569,
4,5,2012,0.5,4-5-2012,0.5,6574,
4,5,2013,1,4-5-2013,1,6579,
4,5,2014,0.5,4-5-2014,0.5,6584,
4,5,2015,1,4-5-2015,1,6589,
4,5,2016,1,4-5-2016,1,6594,
4,5,2017,0.3,4-5-2017,0.3,6599,
4,5,2018,1,4-5-2018,1,6604,
4,5,2019,1,4-5-2019,1,6609,
4,5,2020,0.5,4-5-2020,0.5,6614,
4,5,2021,1,4-5-2021,1,6619,
4,5,2022,0.3,4-5-2022,0.3,6624,
4,5,2023,1,4-5-2023,1,6629,
4,5,2024,0.4,4-5-2024,0.4,6634,
4,5,2025,0.5,4-5-2025,0.5,6639,
4,5,2026,1,4-5-2026,1,6644,
4,5,2027,1,4-5-2027,1,6649,
4,5,2028,1,4-5-2028,1,6654,
4,5,2029,0.6,4-5-2029,0.6,6659,
4,5,2030,0.7,4-5-2030,0.7,6664,
4,5,2031,0.5,4-5-2031,0.5,6669,
4,5,2032,1,4-5-2032,1,6674,
4,5,2033,0.5,4-5-2033,0.5,6679,
4,5,2034,0.4,4-5-2034,0.4,6684,
4,5,2035,0.2,4-5-2035,0.2,6689,
4,5,2036,0.8,4-5-2036,0.8,6694,
4,5,2037,1,4-5-2037,1,6699,
4,5,2038,0.6,4-5-2038,0.6,6704,
4,5,2039,0.4,4-5-2039,0.4,6709,
4,5,2040,1,4-5-2040,1,6714,
4,5,2041,0.9,4-5-2041,0.9,6719,
4,5,2042,0.9,4-5-2042,0.9,6724,
4,5,2043,0.5,4-5-2043,0.5,6729,
4,5,2044,1,4-5-2044,1,6734,
4,5,2045,1,4-5-2045,1,6739,
4,5,2046,0.8,4-5-2046,0.8,6744,
4,5,2047,0.8,4-5-2047,0.8,6749,
4,5,2048,0.6,4-5-2048,0.6,6754,
4,5,2049,0.5,4-5-2049,0.5,6759,
4,5,2050,1,4-5-2050,1,6764,
4,5,2051,1,4-5-2051,1,6769,
4,5,2052,0.5,4-5-2052,0.5,6774,
4,5,2053,0.5,4-5-2053,0.5,6779,
4,5,2054,0.9,4-5-2054,0.9,6784,
4,5,2055,1,4-5-2055,1,6789,
4,5,2056,0.5,4-5-2056,0.5,6794,
4,5,2057,0.6,4-5-2057,0.6,6799,
4,5,2058,0.8,4-5-2058,0.8,6804,
4,5,2059,1,4-5-2059,1,6809,
4,5,2060,0.3,4-5-2060,0.3,6814,
4,5,2061,1,4-5-2061,1,6819,
4,5,2062,0.8,4-5-2062,0.8,6824,
4,5,2063,0.8,4-5-2063,0.8,6829,
4,5,2064,0.6,4-5-2064,0.6,6834,
4,5,2065,0.5,4-5-2065,0.5,6839,
4,5,2066,0.7,4-5-2066,0.7,6844,
4,5,2067,1,4-5-2067,1,6849,
4,5,2068,0.6,4-5-2068,0.6,6854,
4,5,2069,0.4,4-5-2069,0.4,6859,
4,5,2070,0.7,4-5-2070,0.7,6864,
4,5,2071,0.9,4-5-2071,0.9,6869,
4,5,2072,1,4-5-2072,1,6874,
4,5,2073,0.8,4-5-2073,0.8,6879,
4,5,2074,0.2,4-5-2074,0.2,6884,
4,5,2075,0.6,4-5-2075,0.6,6889,
4,5,2076,0.8,4-5-2076,0.8,6894,
4,5,2077,0,4-5-2077,0,6899,
4,5,2078,0.8,4-5-2078,0.8,6904,
4,5,2079,0.6,4-5-2079,0.6,6909,
4,5,2080,0.4,4-5-2080,0.4,6914,
4,5,2081,0.5,4-5-2081,0.5,6919,
4,5,2082,0.3,4-5-2082,0.3,6924,
4,5,2083,0,4-5-2083,0,6929,
4,5,2084,0.6,4-5-2084,0.6,6934,
4,5,2085,0.8,4-5-2085,0.8,6939,
4,5,2086,1,4-5-2086,1,6944,
4,5,2087,0.6,4-5-2087,0.6,6949,
4,5,2088,0.7,4-5-2088,0.7,6954,
4,5,2089,1,4-5-2089,1,6959,
4,5,2090,0.8,4-5-2090,0.8,6964,
4,5,2091,1,4-5-2091,1,6969,
4,5,2092,1,4-5-2092,1,6974,
4,5,2093,1,4-5-2093,1,6979,
4,5,2094,1,4-5-2094,1,6984,
4,5,2095,1,4-5-2095,1,6989,
4,5,2096,1,4-5-2096,1,6994,
4,5,2097,1,4-5-2097,1,6999,
4,5,2098,1,4-5-2098,1,7004,
4,5,2099,0.2,4-5-2099,0.2,7009,
4,5,2100,1,4-5-2100,1,7014,
4,5,2101,0.3,4-5-2101,0.3,7019,
4,5,2102,0.4,4-5-2102,0.4,7024,
4,5,2103,0.6,4-5-2103,0.6,7029,
4,5,2104,0.4,4-5-2104,0.4,7034,
4,5,2105,0.6,4-5-2105,0.6,7039,
4,5,2106,1,4-5-2106,1,7044,
4,5,2107,0.6,4-5-2107,0.6,7049,
4,5,2108,0.6,4-5-2108,0.6,7054,
4,5,2109,0.9,4-5-2109,0.9,7059,
4,5,2110,0.8,4-5-2110,0.8,7064,
4,5,2111,0.7,4-5-2111,0.7,7069,
4,5,2112,0.3,4-5-2112,0.3,7074,
4,5,2113,0.5,4-5-2113,0.5,7079,
4,5,2114,0.5,4-5-2114,0.5,7084,
4,5,2115,0.8,4-5-2115,0.8,7089,
4,5,2116,1,4-5-2116,1,7094,
4,5,2117,0.8,4-5-2117,0.8,7099,
4,5,2118,0.6,4-5-2118,0.6,7104,
4,5,2119,0.3,4-5-2119,0.3,7109,
4,5,2120,1,4-5-2120,1,7114,
4,5,2121,0.6,4-5-2121,0.6,7119,
4,5,2122,0.5,4-5-2122,0.5,7124,
4,5,2123,0.4,4-5-2123,0.4,7129,
4,5,2124,0.3,4-5-2124,0.3,7134,
4,5,2125,0.2,4-5-2125,0.2,7139,
4,5,2126,0,4-5-2126,0,7144,
4,5,2127,0.2,4-5-2127,0.2,7149,
4,5,2128,0.5,4-5-2128,0.5,7154,
4,5,2129,1,4-5-2129,1,7159,
4,5,2130,0.6,4-5-2130,0.6,7164,
4,5,2131,1,4-5-2131,1,7169,
4,5,2132,0.6,4-5-2132,0.6,7174,
4,5,2133,0.5,4-5-2133,0.5,7179,
4,5,2134,1,4-5-2134,1,7184,
4,5,2135,0.6,4-5-2135,0.6,7189,
4,5,2136,0.6,4-5-2136,0.6,7194,
4,5,2137,0.5,4-5-2137,0.5,7199,
4,5,2138,0.6,4-5-2138,0.6,7204,
4,5,2139,0.1,4-5-2139,0.1,7209,
4,5,2140,0.5,4-5-2140,0.5,7214,
4,5,2141,1,4-5-2141,1,7219,
4,5,2142,1,4-5-2142,1,7224,
4,5,2143,0.7,4-5-2143,0.7,7229,
4,5,2144,0.6,4-5-2144,0.6,7234,
4,5,2145,0.3,4-5-2145,0.3,7239,
4,5,2146,0.6,4-5-2146,0.6,7244,
4,5,2147,1,4-5-2147,1,7249,
4,5,2148,1,4-5-2148,1,7254,
4,5,2214,0.8,4-5-2214,0.8,7259,
4,5,2215,0.9,4-5-2215,0.9,7264,
4,5,2216,0.7,4-5-2216,0.7,7269,
4,5,2217,0.6,4-5-2217,0.6,7274,
4,5,2218,0.9,4-5-2218,0.9,7279,
4,5,2219,0.7,4-5-2219,0.7,7284,
4,5,2220,0.7,4-5-2220,0.7,7289,
4,5,2221,0.7,4-5-2221,0.7,7294,
4,5,2222,0.8,4-5-2222,0.8,7299,
4,5,2223,0.5,4-5-2223,0.5,7304,
4,5,2224,0.5,4-5-2224,0.5,7309,
4,5,2225,0.8,4-5-2225,0.8,7314,
4,5,2226,0.4,4-5-2226,0.4,7319,
4,5,2227,0.5,4-5-2227,0.5,7324,
4,5,2228,0.3,4-5-2228,0.3,7329,
4,5,2229,0.2,4-5-2229,0.2,#N/A,1
4,5,2230,0.4,4-5-2230,0.4,7334,
4,5,2231,0.2,4-5-2231,0.2,#N/A,1
4,5,2232,0.7,4-5-2232,0.7,7339,
4,5,2233,0.5,4-5-2233,0.5,7344,
4,5,2234,0.5,4-5-2234,0.5,#N/A,1
4,5,2235,0.7,4-5-2235,0.7,#N/A,1
4,5,2236,0.5,4-5-2236,0.5,#N/A,1
4,5,2371,1,4-5-2371,1,7349,
4,5,2372,0.7,4-5-2372,0.7,7354,
4,5,2373,0.7,4-5-2373,0.7,7359,
4,5,2374,0.8,4-5-2374,0.8,7364,
4,5,2375,0.8,4-5-2375,0.8,7369,
4,5,2376,1,4-5-2376,1,7374,
4,5,2377,1,4-5-2377,1,7379,
4,5,2378,1,4-5-2378,1,7384,
4,5,2379,0.5,4-5-2379,0.5,7389,
4,5,2380,0.4,4-5-2380,0.4,7394,
4,5,2381,0.5,4-5-2381,0.5,7399,
4,5,2382,1,4-5-2382,1,7404,
4,5,2383,1,4-5-2383,1,7409,
4,5,2384,0.9,4-5-2384,0.9,7414,
4,5,2385,0.8,4-5-2385,0.8,7419,
4,5,2386,0.7,4-5-2386,0.7,7424,
4,5,2387,0.7,4-5-2387,0.7,7429,
4,5,2388,0.9,4-5-2388,0.9,7434,
4,5,2389,1,4-5-2389,1,7439,
4,5,2390,0.8,4-5-2390,0.8,7444,
4,5,2391,0.6,4-5-2391,0.6,7449,
4,5,2392,0.4,4-5-2392,0.4,7454,
4,5,2393,0.5,4-5-2393,0.5,7459,
4,5,2394,0.6,4-5-2394,0.6,7464,
4,5,2395,0.5,4-5-2395,0.5,7469,
4,5,2396,0.8,4-5-2396,0.8,7474,
4,5,2397,0.8,4-5-2397,0.8,7479,
4,5,2398,0.8,4-5-2398,0.8,7484,
4,5,2399,0.8,4-5-2399,0.8,7489,
4,5,2400,0.8,4-5-2400,0.8,7494,
4,5,2401,0.8,4-5-2401,0.8,7499,
4,5,2402,0.8,4-5-2402,0.8,7504,
4,5,2403,0.8,4-5-2403,0.8,7509,
4,5,2404,0.8,4-5-2404,0.8,7514,
4,5,2405,0.8,4-5-2405,0.8,7519,
4,5,2406,0.8,4-5-2406,0.8,7524,
4,5,2407,0.8,4-5-2407,0.8,7529,
5,5,2000,0.6,5-5-2000,0.6,6515,
5,5,2001,0.5,5-5-2001,0.5,6520,
5,5,2002,0.3,5-5-2002,0.3,6525,
5,5,2003,0.8,5-5-2003,0.8,6530,
5,5,2004,0.8,5-5-2004,0.8,6535,
5,5,2005,0,5-5-2005,0,6540,
5,5,2006,0.6,5-5-2006,0.6,6545,
5,5,2007,0.9,5-5-2007,0.9,6550,
5,5,2008,0.9,5-5-2008,0.9,6555,
5,5,2009,0.7,5-5-2009,0.7,6560,
5,5,2010,0.5,5-5-2010,0.5,6565,
5,5,2011,0.6,5-5-2011,0.6,6570,
5,5,2012,0.3,5-5-2012,0.3,6575,
5,5,2013,0.6,5-5-2013,0.6,6580,
5,5,2014,0.3,5-5-2014,0.3,6585,
5,5,2015,0.6,5-5-2015,0.6,6590,
5,5,2016,0.4,5-5-2016,0.4,6595,
5,5,2017,0.6,5-5-2017,0.6,6600,
5,5,2018,0.7,5-5-2018,0.7,6605,
5,5,2019,0.4,5-5-2019,0.4,6610,
5,5,2020,0.2,5-5-2020,0.2,6615,
5,5,2021,0.3,5-5-2021,0.3,6620,
5,5,2022,0.5,5-5-2022,0.5,6625,
5,5,2023,0.3,5-5-2023,0.3,6630,
5,5,2024,0.3,5-5-2024,0.3,6635,
5,5,2025,0.5,5-5-2025,0.5,6640,
5,5,2026,0.3,5-5-2026,0.3,6645,
5,5,2027,0.7,5-5-2027,0.7,6650,
5,5,2028,0.6,5-5-2028,0.6,6655,
5,5,2029,0.4,5-5-2029,0.4,6660,
5,5,2030,0.2,5-5-2030,0.2,6665,
5,5,2031,1,5-5-2031,1,6670,
5,5,2032,0.7,5-5-2032,0.7,6675,
5,5,2033,0.3,5-5-2033,0.3,6680,
5,5,2034,0.6,5-5-2034,0.6,6685,
5,5,2035,0.5,5-5-2035,0.5,6690,
5,5,2036,0.6,5-5-2036,0.6,6695,
5,5,2037,0.2,5-5-2037,0.2,6700,
5,5,2038,0.1,5-5-2038,0.1,6705,
5,5,2039,0,5-5-2039,0,6710,
5,5,2040,0.1,5-5-2040,0.1,6715,
5,5,2041,0.5,5-5-2041,0.5,6720,
5,5,2042,0.3,5-5-2042,0.3,6725,
5,5,2043,0.1,5-5-2043,0.1,6730,
5,5,2044,0.5,5-5-2044,0.5,6735,
5,5,2045,0.6,5-5-2045,0.6,6740,
5,5,2046,0.6,5-5-2046,0.6,6745,
5,5,2047,1,5-5-2047,1,6750,
5,5,2048,0.4,5-5-2048,0.4,6755,
5,5,2049,0.2,5-5-2049,0.2,6760,
5,5,2050,0.4,5-5-2050,0.4,6765,
5,5,2051,0.4,5-5-2051,0.4,6770,
5,5,2052,0.4,5-5-2052,0.4,6775,
5,5,2053,0,5-5-2053,0,6780,
5,5,2054,0.8,5-5-2054,0.8,6785,
5,5,2055,0.8,5-5-2055,0.8,6790,
5,5,2056,0,5-5-2056,0,6795,
5,5,2057,0.8,5-5-2057,0.8,6800,
5,5,2058,0.4,5-5-2058,0.4,6805,
5,5,2059,0.8,5-5-2059,0.8,6810,
5,5,2060,0.2,5-5-2060,0.2,6815,
5,5,2061,0.3,5-5-2061,0.3,6820,
5,5,2062,0.3,5-5-2062,0.3,6825,
5,5,2063,0.3,5-5-2063,0.3,6830,
5,5,2064,0.3,5-5-2064,0.3,6835,
5,5,2065,0.5,5-5-2065,0.5,6840,
5,5,2066,0.3,5-5-2066,0.3,6845,
5,5,2067,0.2,5-5-2067,0.2,6850,
5,5,2068,0.1,5-5-2068,0.1,6855,
5,5,2069,0.6,5-5-2069,0.6,6860,
5,5,2070,0.3,5-5-2070,0.3,6865,
5,5,2071,0.4,5-5-2071,0.4,6870,
5,5,2072,0.5,5-5-2072,0.5,6875,
5,5,2073,0.4,5-5-2073,0.4,6880,
5,5,2074,0.5,5-5-2074,0.5,6885,
5,5,2075,0.3,5-5-2075,0.3,6890,
5,5,2076,0.5,5-5-2076,0.5,6895,
5,5,2077,0.4,5-5-2077,0.4,6900,
5,5,2078,0.4,5-5-2078,0.4,6905,
5,5,2079,0,5-5-2079,0,6910,
5,5,2080,0.2,5-5-2080,0.2,6915,
5,5,2081,0,5-5-2081,0,6920,
5,5,2082,0,5-5-2082,0,6925,
5,5,2083,0,5-5-2083,0,6930,
5,5,2084,1,5-5-2084,1,6935,
5,5,2085,1,5-5-2085,1,6940,
5,5,2086,0.5,5-5-2086,0.5,6945,
5,5,2087,0.3,5-5-2087,0.3,6950,
5,5,2088,1,5-5-2088,1,6955,
5,5,2089,0.8,5-5-2089,0.8,6960,
5,5,2090,0.5,5-5-2090,0.5,6965,
5,5,2091,0.8,5-5-2091,0.8,6970,
5,5,2092,0.8,5-5-2092,0.8,6975,
5,5,2093,0.8,5-5-2093,0.8,6980,
5,5,2094,0.8,5-5-2094,0.8,6985,
5,5,2095,0.5,5-5-2095,0.5,6990,
5,5,2096,0.5,5-5-2096,0.5,6995,
5,5,2097,0.5,5-5-2097,0.5,7000,
5,5,2098,0.6,5-5-2098,0.6,7005,
5,5,2099,0.2,5-5-2099,0.2,7010,
5,5,2100,0.6,5-5-2100,0.6,7015,
5,5,2101,0.5,5-5-2101,0.5,7020,
5,5,2102,0.2,5-5-2102,0.2,7025,
5,5,2103,0.3,5-5-2103,0.3,7030,
5,5,2104,0.2,5-5-2104,0.2,7035,
5,5,2105,0.3,5-5-2105,0.3,7040,
5,5,2106,0.5,5-5-2106,0.5,7045,
5,5,2107,0.4,5-5-2107,0.4,7050,
5,5,2108,0.3,5-5-2108,0.3,7055,
5,5,2109,0.6,5-5-2109,0.6,7060,
5,5,2110,0.8,5-5-2110,0.8,7065,
5,5,2111,0.5,5-5-2111,0.5,7070,
5,5,2112,0.1,5-5-2112,0.1,7075,
5,5,2113,0.3,5-5-2113,0.3,7080,
5,5,2114,0.1,5-5-2114,0.1,7085,
5,5,2115,0.5,5-5-2115,0.5,7090,
5,5,2116,0.5,5-5-2116,0.5,7095,
5,5,2117,0.3,5-5-2117,0.3,7100,
5,5,2118,0.1,5-5-2118,0.1,7105,
5,5,2119,0,5-5-2119,0,7110,
5,5,2120,0.5,5-5-2120,0.5,7115,
5,5,2121,0,5-5-2121,0,7120,
5,5,2122,0,5-5-2122,0,7125,
5,5,2123,0,5-5-2123,0,7130,
5,5,2124,0,5-5-2124,0,7135,
5,5,2125,0.1,5-5-2125,0.1,7140,
5,5,2126,0.1,5-5-2126,0.1,7145,
5,5,2127,0.1,5-5-2127,0.1,7150,
5,5,2128,0.3,5-5-2128,0.3,7155,
5,5,2129,1,5-5-2129,1,7160,
5,5,2130,0.8,5-5-2130,0.8,7165,
5,5,2131,1,5-5-2131,1,7170,
5,5,2132,1,5-5-2132,1,7175,
5,5,2133,0.3,5-5-2133,0.3,7180,
5,5,2134,1,5-5-2134,1,7185,
5,5,2135,0.1,5-5-2135,0.1,7190,
5,5,2136,0.1,5-5-2136,0.1,7195,
5,5,2137,0.2,5-5-2137,0.2,7200,
5,5,2138,1,5-5-2138,1,7205,
5,5,2139,0.5,5-5-2139,0.5,7210,
5,5,2140,0.2,5-5-2140,0.2,7215,
5,5,2141,0.8,5-5-2141,0.8,7220,
5,5,2142,0.5,5-5-2142,0.5,7225,
5,5,2143,0.3,5-5-2143,0.3,7230,
5,5,2144,0.3,5-5-2144,0.3,7235,
5,5,2145,0.1,5-5-2145,0.1,7240,
5,5,2146,0.2,5-5-2146,0.2,7245,
5,5,2147,0.5,5-5-2147,0.5,7250,
5,5,2148,0.5,5-5-2148,0.5,7255,
5,5,2214,0.7,5-5-2214,0.7,7260,
5,5,2215,1,5-5-2215,1,7265,
5,5,2216,0.6,5-5-2216,0.6,7270,
5,5,2217,0.7,5-5-2217,0.7,7275,
5,5,2218,1,5-5-2218,1,7280,
5,5,2219,0.6,5-5-2219,0.6,7285,
5,5,2220,0.8,5-5-2220,0.8,7290,
5,5,2221,0.6,5-5-2221,0.6,7295,
5,5,2222,0.6,5-5-2222,0.6,7300,
5,5,2223,0.4,5-5-2223,0.4,7305,
5,5,2224,0.4,5-5-2224,0.4,7310,
5,5,2225,0.4,5-5-2225,0.4,7315,
5,5,2226,0.3,5-5-2226,0.3,7320,
5,5,2227,0.5,5-5-2227,0.5,7325,
5,5,2228,0.3,5-5-2228,0.3,7330,
5,5,2229,0.1,5-5-2229,0.1,#N/A,1
5,5,2230,0.3,5-5-2230,0.3,7335,
5,5,2231,0.1,5-5-2231,0.1,#N/A,1
5,5,2232,0.1,5-5-2232,0.1,7340,
5,5,2233,0.5,5-5-2233,0.5,7345,
5,5,2234,0,5-5-2234,0,#N/A,1
5,5,2235,0,5-5-2235,0,#N/A,1
5,5,2236,0.4,5-5-2236,0.4,#N/A,1
5,5,2371,0.3,5-5-2371,0.3,7350,
5,5,2372,0.4,5-5-2372,0.4,7355,
5,5,2373,0.6,5-5-2373,0.6,7360,
5,5,2374,0.5,5-5-2374,0.5,7365,
5,5,2375,0.5,5-5-2375,0.5,7370,
5,5,2376,0.5,5-5-2376,0.5,7375,
5,5,2377,0.4,5-5-2377,0.4,7380,
5,5,2378,0.5,5-5-2378,0.5,7385,
5,5,2379,0.3,5-5-2379,0.3,7390,
5,5,2380,0.2,5-5-2380,0.2,7395,
5,5,2381,0.1,5-5-2381,0.1,7400,
5,5,2382,0.2,5-5-2382,0.2,7405,
5,5,2383,0.7,5-5-2383,0.7,7410,
5,5,2384,0.3,5-5-2384,0.3,7415,
5,5,2385,0.5,5-5-2385,0.5,7420,
5,5,2386,0.1,5-5-2386,0.1,7425,
5,5,2387,0.1,5-5-2387,0.1,7430,
5,5,2388,0.3,5-5-2388,0.3,7435,
5,5,2389,0.2,5-5-2389,0.2,7440,
5,5,2390,0,5-5-2390,0,7445,
5,5,2391,0,5-5-2391,0,7450,
5,5,2392,0,5-5-2392,0,7455,
5,5,2393,0.3,5-5-2393,0.3,7460,
5,5,2394,0.3,5-5-2394,0.3,7465,
5,5,2395,0.8,5-5-2395,0.8,7470,
5,5,2396,0,5-5-2396,0,7475,
5,5,2397,0.3,5-5-2397,0.3,7480,
5,5,2398,0.3,5-5-2398,0.3,7485,
5,5,2399,0.3,5-5-2399,0.3,7490,
5,5,2400,0.3,5-5-2400,0.3,7495,
5,5,2401,0,5-5-2401,0,7500,
5,5,2402,0,5-5-2402,0,7505,
5,5,2403,0,5-5-2403,0,7510,
5,5,2404,0,5-5-2404,0,7515,
5,5,2405,0,5-5-2405,0,7520,
5,5,2406,0.2,5-5-2406,0.2,7525,
5,5,2407,0.3,5-5-2407,0.3,7530,
1,6,2000,0.6,1-6-2000,0.6,7531,
1,6,2001,0.2,1-6-2001,0.2,7536,
1,6,2002,0.1,1-6-2002,0.1,7541,
1,6,2003,0,1-6-2003,0,7546,
1,6,2004,0.1,1-6-2004,0.1,7551,
1,6,2005,0,1-6-2005,0,7556,
1,6,2006,0.4,1-6-2006,0.4,7561,
1,6,2007,0.3,1-6-2007,0.3,7566,
1,6,2008,0.5,1-6-2008,0.5,7571,
1,6,2009,0.4,1-6-2009,0.4,7576,
1,6,2010,0.7,1-6-2010,0.7,7581,
1,6,2011,0.4,1-6-2011,0.4,7586,
1,6,2012,0.4,1-6-2012,0.4,7591,
1,6,2013,0.5,1-6-2013,0.5,7596,
1,6,2014,0.3,1-6-2014,0.3,7601,
1,6,2015,0.2,1-6-2015,0.2,7606,
1,6,2016,0.4,1-6-2016,0.4,7611,
1,6,2017,0.3,1-6-2017,0.3,7616,
1,6,2018,0.5,1-6-2018,0.5,7621,
1,6,2019,0.5,1-6-2019,0.5,7626,
1,6,2020,0.2,1-6-2020,0.2,7631,
1,6,2021,0.5,1-6-2021,0.5,7636,
1,6,2022,0.2,1-6-2022,0.2,7641,
1,6,2023,0.2,1-6-2023,0.2,7646,
1,6,2024,0,1-6-2024,0,7651,
1,6,2025,0,1-6-2025,0,7656,
1,6,2026,0.3,1-6-2026,0.3,7661,
1,6,2027,0.2,1-6-2027,0.2,7666,
1,6,2028,0.1,1-6-2028,0.1,7671,
1,6,2029,0.2,1-6-2029,0.2,7676,
1,6,2030,0,1-6-2030,0,7681,
1,6,2031,0,1-6-2031,0,7686,
1,6,2032,0.1,1-6-2032,0.1,7691,
1,6,2033,0.1,1-6-2033,0.1,7696,
1,6,2034,0.2,1-6-2034,0.2,7701,
1,6,2035,0.2,1-6-2035,0.2,7706,
1,6,2036,0.2,1-6-2036,0.2,7711,
1,6,2037,0.2,1-6-2037,0.2,7716,
1,6,2038,0.2,1-6-2038,0.2,7721,
1,6,2039,0.1,1-6-2039,0.1,7726,
1,6,2040,0.1,1-6-2040,0.1,7731,
1,6,2041,0.5,1-6-2041,0.5,7736,
1,6,2042,0.3,1-6-2042,0.3,7741,
1,6,2043,0,1-6-2043,0,7746,
1,6,2044,1,1-6-2044,1,7751,
1,6,2045,0.4,1-6-2045,0.4,7756,
1,6,2046,0,1-6-2046,0,7761,
1,6,2047,0,1-6-2047,0,7766,
1,6,2048,0.4,1-6-2048,0.4,7771,
1,6,2049,0,1-6-2049,0,7776,
1,6,2050,0.2,1-6-2050,0.2,7781,
1,6,2051,0.2,1-6-2051,0.2,7786,
1,6,2052,0.2,1-6-2052,0.2,7791,
1,6,2053,0,1-6-2053,0,7796,
1,6,2054,0.4,1-6-2054,0.4,7801,
1,6,2055,0.4,1-6-2055,0.4,7806,
1,6,2056,0,1-6-2056,0,7811,
1,6,2057,0.2,1-6-2057,0.2,7816,
1,6,2058,0.6,1-6-2058,0.6,7821,
1,6,2059,0.2,1-6-2059,0.2,7826,
1,6,2060,0,1-6-2060,0,7831,
1,6,2061,0.5,1-6-2061,0.5,7836,
1,6,2062,0.2,1-6-2062,0.2,7841,
1,6,2063,0.2,1-6-2063,0.2,7846,
1,6,2064,0.2,1-6-2064,0.2,7851,
1,6,2065,0.5,1-6-2065,0.5,7856,
1,6,2066,0.2,1-6-2066,0.2,7861,
1,6,2067,0.2,1-6-2067,0.2,7866,
1,6,2068,0.4,1-6-2068,0.4,7871,
1,6,2069,0,1-6-2069,0,7876,
1,6,2070,0.4,1-6-2070,0.4,7881,
1,6,2071,0.5,1-6-2071,0.5,7886,
1,6,2072,0,1-6-2072,0,7891,
1,6,2073,0.5,1-6-2073,0.5,7896,
1,6,2074,0,1-6-2074,0,7901,
1,6,2075,0,1-6-2075,0,7906,
